Version;06/08/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sugar, brown;Sucre roux;1650;389;1,52;0,12;97,1;0;95,5;-;0;0;1,23;0;0;0;0;0;0;0,1;83;-;0,051;1,91;0,3;18,5;0,064;3;227;1;41,5;0,045;0;0;0;0;0;-;0;0;0;0,11;0,13;0,041;1;0
Syrup, maple;Sirop d'érable;1140;269;32,3;0,04;67,1;0,06;62,6;-;0;-;0,55;0;0;0,007;0,011;0,017;0;0,015;106;-;0,018;0,11;-;21;2,6;2;219;-;6,57;1,09;0;0;0;0;0;-;0;0,066;1,27;0,081;0,036;0,002;0;0
Sugar, vanilla flavoured;Sucre vanillé;1690;398;0,56;0,1;98,6;0,33;97,2;-;0,37;0;< 0,13;0;0;0,053;< 0,005;< 0,005;-;0,0094;-;-;-;-;-;-;-;-;2;-;3,86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Saccharin sweetener;Édulcorant à la saccharine;1530;360;8,8;1,25;88,8;0;0;-;0;0;1,2;0;0;0;0;0;0;1,07;0;-;0;0,04;-;0;-;0;4;0;428;0,01;0;0;0;0;0;-;0;0;0;0;0;0;0;0
Cane molasses;Mélasse de canne;1270;300;-;0;74,7;0,1;74,7;-;0;-;3,3;0;0;0,018;0,032;0,05;0;0,093;205;-;0,49;4,72;-;242;1,53;31;1460;-;37;0,29;0;0;0;0;0;-;0;0,041;0,002;0,93;0,8;0,67;0;0
Sugar, light, with aspartame;Sucre allégé à l'aspartame;1690;398;0,5;0,81;98,7;0;98,7;0;0;0;0,0045;0;0;0;0;0;0;0,0045;-;-;-;-;0,2;-;-;-;-;-;1,8;-;0;0;0;0;-;-;0;0;0;-;-;0;0;0
Fructose;Fructose;1700;399;0,15;0;99,8;0;-;-;0;0;0,00086;0;0;0;0;0;0;0,00025;0,1;-;0,01;0,07;5;0;0,01;0,1;0,3;0,5;0,1;0,01;0;-;0;0;0;-;0;0;0;0;0;0;0;0
Stevia sweetener;Édulcorant à base d'extrait de stévia;993;238;-;-;98;0,2;0,3;-;0,5;97,7;0,42;0;0;0;-;-;-;0,42;-;-;-;-;-;-;-;-;-;-;169;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Syrup, agave;Sirop d'agave;1350;318;21,8;< 0,5;78,1;0,5;70,2;-;0;0;0,018;0;0;0,25;< 0,01;< 0,01;-;0,018;-;-;-;-;-;-;-;-;-;-;3,99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Chocolate bar with biscuit;Barre chocolatée biscuitée;2170;518;2,98;6,14;59,5;28,1;46,9;7,3;1,93;0,48;1,36;0;0,026;16;7,81;1,39;5,89;0,39;263;-;0,18;1,76;5,84;45;0,3;234;356;< 10;155;0,63;188;-;0,058;3,74;-;-;0,62;0,089;0,2;0,97;0,46;0,09;2,31;0,32
Coated chocolate bar without biscuit;Barre chocolatée non biscuitée enrobée;2080;496;3,83;3,7;66,4;24,1;60,5;4,49;0,6;1,46;1,32;0;0,014;12,8;7,13;1,22;24,6;0,5;99,8;-;0,15;3,59;15,6;50,9;0,13;155;42;< 2,2;200;0,56;200;-;0,046;11,2;-;-;0,54;0,049;0,22;0,14;0,31;0,037;0,47;0,33
Coconut bar, with chocolate coating;Barre à la noix de coco, enrobée de chocolat;1990;475;7,83;3,88;60,2;23,8;53;3,9;3;0,81;1,31;0;0,000072;18,4;3,81;0,51;5,5;0,5;78,8;155;0,3;1,8;11;46,8;0,6;103;331;1;200;0,8;8;11;< 0,5;0,18;-;-;< 0,5;0,042;0,18;0,47;0,27;0,21;25;0,17
Milk chocolate bar;Chocolat au lait, tablette;2310;555;0,58;7,41;52,9;34,3;49,5;2,6;2,46;traces;1,85;0;traces;21,6;9,32;1,16;16,2;0,26;227;-;0,34;1,22;33,7;62,6;0,42;241;565;< 10;102;0,86;79,5;0;0;0,25;5,7;-;0,058;0,099;0,46;0,39;0,33;0,036;9;0,41
Dark chocolate bar, less than 70% cocoa;Chocolat noir à moins de 70% de cacao, à croquer, tablette;2190;527;0,7;6,63;42,9;33,8;38,3;4,6;12;traces;1,61;0;traces;22,5;9,37;0,94;1,45;0,023;53,7;10,6;1;3,7;< 20;120;1,2;218;490;< 20;7,73;2;< 21;21,3;< 0,25;0,72;< 0,8;1,5;0,15;0,15;0,065;0,5;0,22;0,14;22,3;0
Milk chocolate bar, with puffed/popped cereals;Chocolat au lait aux céréales croustillantes, tablette;2150;515;1,52;7,15;60,6;26,6;50,8;8,1;2,59;traces;2;0;traces;16,7;7,85;0,77;23;0,52;166;-;0,49;2,65;23;48;0,48;207;370;-;205;2,29;65;0;0;0,5;5,7;-;0,6;0,13;0,32;0,67;0,47;0,055;11;0,8
White chocolate bar;Chocolat blanc, tablette;2350;563;1,1;6,16;57,1;34,2;56;traces;1;traces;1,68;0;traces;21,3;10,2;1,06;23;0,22;281;-;traces;0,2;0,8;26,5;traces;230;350;3;88;0,9;6,5;75;traces;1,14;-;-;0;0,08;0,49;0,2;0,59;0,07;10;traces
Chocolate confectionery or bar, with dairy filling;Barres ou confiserie chocolatées au lait;2230;534;1,45;4,11;59;30,7;50,2;8,78;2,71;0;1,97;0;0,05;20,4;9,31;0,96;9,46;0,44;116;-;-;0,63;9,33;187;-;183;147;-;174;5,26;166;-;0,045;5,75;-;-;1,52;0,08;0,28;0,32;0,71;0,077;6,8;0,68
Milk chocolate bar, with dried fruits (nuts, almonds, raisins, praline);Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette;2330;559;1,12;8,43;48,7;35,9;43,6;2,5;3,52;traces;1,95;0;traces;17;15,6;1,76;17,5;0,25;187;-;0,44;1,4;17;61;1,1;206;617;< 10;101;0,98;37;22;< 0,5;0,25;0;-;< 0,1;0,13;0,39;0,57;0,8;0,4;42;0,32
Milk chocolate bar, without sugar, with sweeteners;Chocolat au lait sans sucres ajoutés, avec édulcorants, tablette;2020;487;-;5,75;54,2;34,6;11,3;-;2;42,6;0,62;0;traces;21,2;-;-;-;0,34;130;-;-;-;-;-;-;150;-;-;135;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
White chocolate bar, with dried fruits (nuts, almonds, raisins, praline);Chocolat blanc aux fruits secs (noisettes, amandes, raisins, praliné) , tablette;2410;579;0,5;7,64;48;39,1;45,1;-;2,43;traces;2,01;0;traces;21,8;14;1,59;-;0,29;230;-;-;-;-;-;-;-;-;-;115;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Dark chocolate bar, without sugar and with artificial sweeteners;Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette;2170;525;0,6;8,48;34,1;42,3;2;-;10,2;28,9;1,25;0;traces;26,6;12,9;2,17;3,3;0,0063;45,6;-;1,7;22,8;50;152;1,39;225;793;< 10;1,7;2,51;0;32;0;0,74;-;-;0;0,18;0,29;0,87;0,26;0,37;35;0,27
Chocolate spread with hazelnuts;Pâte à tartiner chocolat et noisette;2290;549;0,38;5,02;57,9;32,4;56,2;0,6;3,23;traces;1,69;0;traces;9,18;17,6;3,43;0;0,12;99,5;-;0,55;3,85;17;97,1;1,23;183;503;< 10;49,5;1;0;0;0;6,6;-;-;1;0,1;0,2;1,6;-;0,06;73;0
Chocolate confectionery, sugar coated;Confiserie au chocolat dragéifiée;2100;502;2,33;5,49;64,3;24,3;57,4;6,87;1,98;0,002;1,55;0;0,046;15;7,79;1,1;12,1;0,28;231;-;0,8;12,5;7,87;40,5;-;292;112;-;113;0,97;194;-;0,46;5,69;-;-;0,95;0,057;0,28;0,17;0,5;0,08;6,5;0,68
Sugar and chocolate coated peanut;Cacahuètes enrobées de chocolat dragéifiées;2090;499;1,7;9,5;55,9;25;50,5;3,4;5,9;< 0,5;1,68;0;0,35;9,87;12,7;1,24;-;0,12;100;131;0,52;2,9;< 20;95;0,7;230;500;< 20;47;1,4;-;10,6;0,75;2,32;2,07;-;-;0,34;0,17;2,29;0,78;0,034;80,4;-
Chocolate confectionery, filled with nuts and/or praline;Bouchée chocolat fourrage fruits à coques et/ou praliné;2330;558;-;9,1;51,5;34,7;46,2;-;2,1;traces;0,93;0;traces;13,6;-;-;-;0,34;275;-;-;-;-;52;-;262;-;-;130;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Chocolate and nut confectionery filled with praline;Rocher chocolat fourré praliné;2320;558;1,1;6,53;51,4;35,3;49,2;-;3,88;traces;1,47;0;traces;15,5;16;2,29;7,55;0,14;120;74,9;0,58;3,4;< 20;82;1,9;200;430;< 20;56,5;1,2;< 21;10,4;< 0,25;7,05;2,66;-;< 0,5;0,099;0,22;0,23;0,43;0,092;22,9;0,5
Dark chocolate bar, with fruits (orange, raspberries, pear);Chocolat noir aux fruits (orange, framboise, poire), tablette;2240;539;1,2;6,8;45,3;34,4;35,7;-;10,3;traces;1,97;0;traces;22,5;9,31;1,09;2,4;0,078;76;-;-;4;-;102;-;-;-;-;31,3;-;-;-;-;-;-;-;0,5;-;-;-;-;-;-;-
Dark chocolate bar, with dried fruits (nuts, almonds, raisin, praline);Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette;2350;565;0,51;7,72;42,3;38,4;36,3;-;9,41;traces;2,11;0;traces;18;15,8;2,26;0,88;0,038;63,5;-;0,7;3,2;-;146;1;210;500;2,8;15,4;1,5;0;54;2,24;3,96;-;-;< 0,1;0,1;0,1;0,62;0,5;0,23;33,5;0
Chocolate bar with dried fruits;Barre chocolatée aux fruits secs;2060;494;4,42;7,23;57,6;26;45,1;10,9;1,53;1,69;1,3;0;traces;9,53;9,88;1,94;5,55;0,38;122;-;0,4;1,3;4,96;13,6;-;198;47,3;2,8;151;0,64;1;-;0,03;4,34;-;-;0;0,036;0,19;0,084;0,47;0,035;0,11;0,3
Dark chocolate, filled with mint confectionery;Chocolat noir fourrage confiseur à la menthe;2090;501;6,2;4,73;57,5;26,6;49,5;-;6,7;traces;0,55;0;traces;18,4;3,45;3,5;3,22;0,03;14;< 3,6;0,4;3;< 20;48;0,43;70;150;< 20;12;0,7;< 21;17,8;-;0,33;< 0,8;-;< 0,5;0,042;0,03;1,46;0,16;0,032;13,9;0,14
Chocolate snack bar, dairy filling;Barre goûter frais au lait et chocolat;2310;554;-;10;52;34;-;-;traces;traces;-;0;traces;-;-;-;-;-;323;-;-;-;-;45;-;270;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Dark chocolate bar, more than 70% cocoa;Chocolat noir à 70% cacao minimum, extra, dégustation, tablette;2370;572;0,59;8,44;35;41,6;27,6;5,3;11,9;traces;2,39;0;traces;26,2;13,6;1,14;2,64;0,024;61;-;1,4;4,18;10;178;1,1;265;727;< 5;9,39;2,85;-;32;-;0,74;-;-;< 0,28;0,18;0,29;0,87;0,26;0,37;35;0,27
Milk chocolate, filled;Chocolat au lait fourré;2540;611;-;4,8;45,5;45;44,5;-;2,3;traces;0,25;0;traces;32,5;-;-;-;0,25;-;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Dark chocolate bar, filled with praline;Chocolat noir fourré praliné, tablette;2330;559;0,5;6,38;52,4;34,8;48,8;1,5;5,07;traces;1,34;0;traces;16,9;14,3;2,06;7,92;0,039;70;29,6;0,84;6,1;< 20;110;1,4;180;400;< 50;13,7;1,7;< 21;26,8;< 0,5;4,21;2,25;-;< 0,5;0,11;0,08;0,76;0,85;0,05;32,2;0,32
Milk chocolate bar, filled with praline;Chocolat au lait fourré au praliné, tablette;2330;559;0,6;7,29;52,9;34,9;49,9;0,9;2,51;traces;1,65;0;traces;16,4;11,6;2,01;14,3;0,2;150;151;0,42;3,2;< 20;70;0,83;210;420;< 50;81,3;1,2;37,7;31,2;< 0,5;3,18;3,03;-;< 0,5;0,094;0,28;0,33;0,57;0,041;14,7;0,99
Dark chocolate bar, more than 40% cocoa, for cooking;Chocolat noir à 40% de cacao minimum, à pâtisser, tablette;2280;546;0,9;6,39;51,4;33,1;41,6;0;8,76;traces;1,99;0;traces;22;9,92;1,02;1,73;0,015;46;-;-;4,35;-;130;-;186;300;-;5,36;1,3;0;54;0;1,44;-;-;0,28;0,07;0,07;0,6;-;0,03;12;-
Chocolate confectionery, filled with wafer;Bonbon / bouchée au chocolat fourrage gaufrettes / biscuit;2170;521;-;6,5;55,1;29,4;42,9;-;4,92;traces;0,36;0;traces;17,8;-;-;2,81;0,32;40;-;-;3,6;-;-;-;-;-;-;128;-;-;-;-;-;-;-;< 1;-;-;-;-;-;-;-
Toblerone milk cholcolate bar w nougat;Barre chocolat au lait avec nougat;2220;532;0,6;5,8;60,5;29;60,1;0,39;2,9;< 0,5;1,33;0;0;17,4;8,89;1,1;25,3;0,11;150;110;0,28;2,3;< 20;50;0,36;160;260;< 20;45,3;0,97;55,6;31,5;< 0,25;0,84;3,32;-;< 0,5;0,073;0,21;0,11;0,71;0,07;19,2;0,37
Chocolate snack bar, dairy filling with sponge cake;Barre goûter frais au lait et chocolat avec génoise;2080;499;10,5;6,68;39;34,2;33,3;5,5;4,3;traces;1,47;0;traces;19,7;10,9;1,89;22,9;0,13;174;-;0,3;0,9;10;47,3;0,3;157;296;< 5;50,3;1,15;30,5;23;0,53;2,45;-;-;< 0,5;0,07;0,28;0,37;0,63;0,28;26,9;0,39
Chocolate bar;Chocolat, en tablette (aliment moyen);2300;553;0,7;7,43;45,9;36,2;39,9;3,53;7,3;0,66;1,93;0;0;22,5;10,8;1,22;8,54;0,13;132;;0,77;3,31;21,2;106;0,79;239;582;6,23;52,1;1,67;50,8;18,8;0,16;0,85;;;0,16;0,13;0,32;0,56;0,34;0,16;20,4;0,3
Candies, all types;Bonbons, tout type;-;-;3,97;1,93;88,4;7,69;64,4;0;0,63;-;0,42;0;-;4,89;1,83;0,31;0;0,15;26,5;-;0,06;0,69;12;19,6;0,066;15;68,4;< 10;61,5;0,13;0;0;0;0;0;-;0;0;0;0;0;0;0;0
Chewing gum, with sugar;Chewing-gum, sucré;-;-;3,13;0,38;88,2;0,3;67,2;0;2,4;-;3,1;0;-;0,042;0,079;0,14;0;0,029;0;-;0,17;5;0,2;94;0,39;0;13;1;11,5;0;0;0;0;0;0;-;0;0;0;0;0;0;0;0
Fruit jelly;Pâte de fruits;1420;335;15,4;< 0,5;81,6;< 0,5;71,9;0,4;2,6;traces;0,35;0;traces;< 0,0002;< 0,0002;< 0,0002;0;0,12;7,4;< 3,6;0,08;0,22;< 20;3,9;0,08;17;140;< 50;49,9;< 0,05;0;< 10;0;0,3;0,3;-;5,13;0,15;< 0,01;< 0,1;0,092;< 0,01;< 5;0
Candied orange zest;Zeste d'orange confit;1430;336;16;0,2;82,7;0,2;82,7;0;1,1;traces;0,16;0;traces;0,02;0,04;0,04;0;0,068;65;-;-;1,5;-;-;-;5;24;-;27;0,1;0;120;0;0;-;-;3;0,07;0,05;0,2;-;0;0;-
Iced chestnut;Marron glacé;1370;324;18,2;0,94;79,5;< 0,5;56,6;13,2;0,9;1,5;< 0,25;0;0,06;< 0,01;< 0,01;< 0,01;-;0,08;8,1;44,8;0,08;0,28;< 20;5,7;0,72;17;54;< 20;32;0,14;-;< 5;< 0,25;0,17;< 0,8;-;< 0,5;< 0,015;< 0,01;< 0,1;0,1;0,012;33,2;-
Candied fruits;Fruit confit;1330;313;17;0,55;75;0,2;75;0;4,5;0;0,16;0;traces;0;0;0;0;0,068;60;-;-;1,5;-;-;-;7;24;-;27;0,1;0;48;0;0;-;-;0;0,05;0,04;0,5;-;0;0;-
Nougat;Nougat ou touron;2140;511;1,95;8,25;62,5;25,2;58;0;0,7;0;1,7;0;-;1,61;17,6;4,84;0;0,0025;173;-;0,31;1,4;-;54;0,61;265;377;-;1;1,23;0;0;0;12,4;-;-;0;0,16;0,25;1,2;-;0,08;26;-
Sugar-coated almond;Dragée amande;1980;470;2,5;5;73,9;17,2;71,9;0;0;0;1,4;0;-;1,39;11,9;3,28;0;0,17;91;-;0,37;3,3;-;48;0,35;165;244;-;67;0,93;0;0;0;7,77;-;-;0;0,1;0,14;0,7;-;0,05;16;-
Candies, marshmallows;Guimauve ou marshmallow;-;-;16,4;3,73;78,7;1,42;65,6;-;0,23;-;0,18;0;-;0,067;0,07;0,033;0;0,092;3;-;0,097;0,27;-;1,45;0,008;8;3,7;-;39,3;0,04;0;0;0;0;0;-;0;0,001;0,001;0,078;0,005;0,003;1;0
Chewing gum, without sugar;Chewing-gum, sans sucre;955;228;4,3;0,69;78,1;0,45;< 0,03;< 0,35;1,98;59,7;11,8;0;-;0,17;0,055;0,14;0;0,026;3700;< 7,2;0,09;5,2;< 20;130;0,2;60;73;< 50;10,3;0,09;0;0;0;0,16;0;-;0;0,11;< 0,01;< 0,1;1,73;< 0,01;31,5;0
Hard candy and lollipop;Bonbon dur et sucette;1640;385;1,3;< 0,14;95,4;0,35;74,9;-;< 0,17;-;0,3;0;-;0,28;0,045;0,007;0;0,07;3;-;0,029;0,3;0,3;3;0,01;3;5;-;27,4;0,01;0;0;0;0;0;-;0;0,004;0,003;0,007;0,008;0,003;0;0
Jelly candy;Bonbon gélifié;-;-;9,96;6,28;77,6;0,25;68,1;-;< 0,5;-;0,15;0;-;0,15;0,044;-;-;0,051;9;-;0,09;-;0,3;2;0,01;-;85;-;9,07;0,04;-;-;0;0;-;-;-;-;-;-;-;-;-;-
Soft caramel candy;Bonbon au caramel, mou;-;-;1,42;2,95;78,5;8,04;60,4;-;0,88;-;1,08;0;-;5,62;1,72;0,19;9,1;0,46;95,6;364;< 0,1;0,55;22,2;17,4;< 0,1;77,4;154;< 5;182;0,3;-;-;< 0,5;0,23;-;-;< 0,5;< 0,04;0,14;0,15;0,23;0,16;31,8;0,08
Melon and almond Candy on a unleavened bread layer;Calissons d'Aix en Provence;1850;440;10;7,88;60,3;18;50,1;1,1;2,7;< 0,5;0,97;0;0,11;1,65;12;3,5;-;0,03;81;< 20;0,32;-;< 20;67;0,35;160;210;< 20;12;6,4;-;249;< 0,25;6,26;1,46;-;< 0,5;0,039;0,047;< 0,1;0,13;0,012;29;-
Chewing gum, sugar level unknown (average);Chewing-gum, teneur en sucre inconnue (aliment moyen);955;228;3,9;0,58;81,6;0,4;22,9;0,12;2,12;59,7;8,81;0;;0,12;0,063;0,14;0;0,027;2440;3,6;0,12;5,13;6,67;118;0,26;39,6;52,6;16,8;10,7;0,059;0;0;0;0,11;0;;0;0,071;0,0033;0,033;1,14;0,0033;20,8;0
Jam, strawberry;Confiture de fraise (extra ou classique);-;-;37,9;0,32;60,5;0,16;56,9;3,67;1,01;-;0,19;0;-;0,065;0,011;0,048;-;0,0088;9,2;-;< 0,1;< 0,1;< 10;5,6;< 0,1;9,9;61,7;-;3,75;< 0,1;-;< 50;-;< 0,1;-;-;1,1;-;< 0,05;< 0,05;< 0,05;< 0,05;22;-
Jam, apricot;Confiture d'abricot (extra ou classique);-;-;38,9;0,32;60,6;0,09;57,7;2,88;0,74;-;< 0,25;0;-;0,041;0,031;0;0;0,014;8,8;< 3,6;0,03;0,17;< 20;4,8;0,03;10;140;< 20;6,83;0,05;0;49,5;0;0;< 0,8;-;5,19;< 0,01;< 0,01;0,14;0,082;< 0,01;5,41;-
Jam, cherry;Confiture de cerise (extra ou classique);-;-;39,5;0,38;60,9;0,16;60;-;0,55;-;< 0,25;0;-;traces;-;-;-;0,018;12;< 3,6;0,05;0,22;< 20;7,1;0,08;16;110;< 20;7;< 0,05;-;54,8;-;-;1,14;-;19,6;0,024;0,013;< 0,1;0,1;< 0,01;6;-
Marmalade, orange;Marmelade d'orange;-;-;38,9;0,16;61,2;0,08;58,8;2,37;1;-;0,31;0;-;traces;0;0;0;0,0075;27;< 3,6;0,01;0,05;< 20;4;0,01;4,4;41;< 20;3;< 0,05;0;< 5;0;0,18;0,8;-;9,9;2,22;0,01;< 0,1;0,033;0,041;12,2;0
Dulce de leche or confiture de lait;Confiture de lait;-;-;28,1;6,45;58;5,45;51,7;-;0,58;-;1,5;0;0;2,87;1,46;0,22;23;0,27;211;-;0,004;0,17;-;22;0,002;193;350;-;109;0,79;73;-;0,2;0,2;-;-;2,6;0,016;0,41;0,21;0,84;0,016;11;0,31
Jam, raspberry;Confiture de framboise (extra ou classique);-;-;39,9;0,47;61;0,21;59,5;-;0,95;-;0,37;0;-;traces;-;-;-;0,013;9,9;5,25;0,02;0,28;< 20;9,5;0,87;11;100;< 20;5;0,12;-;< 5;-;-;2;-;2,93;0,019;0,012;< 0,1;0,077;0,029;13,9;-
Jam, reduced sugar;Confiture, tout type de fruits, allégée en sucres (extra ou classique);-;-;54,8;0,48;41,2;0,21;38,7;-;1,6;-;0,28;0;-;0,044;0,036;-;-;0,022;12,3;-;< 0,1;< 0,1;< 10;7;< 0,1;12,8;75,8;-;9;< 0,1;-;62;-;0,17;-;-;< 1;-;< 0,05;< 0,05;< 0,05;< 0,05;16,8;-
Ice cream or sorbet or ice pop, flavoured (average);Glace à l'eau ou sorbet ou crème glacée, tout parfum (aliment moyen);1240;296;51,3;2,64;32,4;11,8;25,5;6,3;1,17;0,0014;0,68;0;0,019;8,35;2,74;;8,57;0,14;85,4;107;0,063;2,13;11,8;16,6;0,053;77,9;122;2,9;57,9;0,49;44,6;94,1;0,062;1,06;;;1,11;0,036;0,16;0,18;0,28;0,047;4,02;0,18
Ice cream, chocolate coated;Barre glacée chocolatée;1500;359;35,2;5,12;35,8;21,4;27,7;8,13;1,31;0,016;1,2;0;0,037;15,2;4,41;1,35;8,8;0,29;145;153;0,2;1,1;16;40,3;0,2;48;251;< 5;115;1,1;58;42;< 0,5;1,5;-;-;< 1;0,067;0,32;0,82;0,56;0,13;0,87;0,26
Ice cream on stick, with chocolate coating;Glace ou crème glacée, bâtonnet, enrobé de chocolat;1370;328;41,3;3,42;33,4;19,8;27,9;5,47;1,23;0;0,86;0;0,047;13,3;5,05;0,88;17,5;0,16;93,8;130;0,14;6,33;3,63;19,2;0,1;122;26,4;1,1;65,7;0,52;134;0;0,13;2,36;-;-;0,27;0,021;0,11;0,045;0,21;0,021;0,49;0,21
Ice cream, cone (normal size);Glace ou crème glacée, cône (taille standard);1190;283;43,7;3,24;38,1;12,7;26;12,1;1,57;traces;0,8;0;0;9,61;2,73;-;6,2;0,15;109;106;traces;0,95;22;17,5;traces;100;216;1,1;60,4;0,5;traces;5;traces;0,77;-;-;1;0,05;0,23;0,21;0,35;0,07;8;0,13
Ice cream, in box;Glace ou crème glacée, en bac;842;201;54,5;2,79;25,5;9,62;22,4;< 0,35;0,72;traces;0,77;0;0;6,29;0,93;0,72;39,3;0,13;99,3;233;0,032;0,14;< 20;14,3;0,11;95,7;190;< 20;53,1;0,35;85,2;172;< 0,25;0,48;0,59;-;< 0,5;0,048;0,41;0,073;0,31;0,046;10;0,43
Frozen yogurt;Glace au yaourt;792;188;-;3,22;27,7;7,2;-;-;0;0;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Ice cream, luxury, in box;Glace ou crème glacée, gourmande, en bac;949;227;-;3,05;29;10,7;24,4;-;1,05;traces;0,17;0;0;6,36;-;-;-;0,17;-;-;-;-;-;-;-;-;-;1,7;67,6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Ice cream, luxury, in cup;Glace ou crème glacée, gourmande, en pot;1150;277;52,8;4,21;24,2;17,9;21,9;1;< 2;traces;0,95;0;0;10,8;3,71;0,8;73;0,16;110;130;0,11;1,3;< 20;21;0,14;110;210;< 20;62,4;0,58;124;91,4;-;0,3;1,56;-;-;0,048;0,18;< 0,1;0,57;0,039;15,6;0,47
Ice cream, cone, mini;Glace ou crème glacée, mini cône;1490;357;-;4,2;38,5;20,2;25,6;-;2,33;traces;0,29;0;0;15,1;-;-;-;0,29;-;-;-;-;-;-;-;-;-;-;113;-;246;-;0,044;0,74;-;-;-;0,089;0,091;0,84;2,24;0,042;8,65;0,15
Ice cream, in individual cup;Glace ou crème glacée, pot individuel;993;238;56,6;3,21;26,7;12,7;22,1;-;1,91;traces;0,68;0;0;9,2;-;-;-;0,15;-;122;-;-;-;-;-;-;-;-;59,6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Ice cream, box or cup (average);Glace ou crème glacée, bac ou pot (aliment moyen);826;197;54,5;2,92;26,2;8,85;22,4;0,18;0,49;0;0,77;0;0;6,29;0,93;0,72;39,3;0,13;99,3;233;0,032;0,14;10;14,3;0,11;95,7;190;10;53,1;0,35;85,2;172;0,13;0,48;0,59;;0,25;0,048;0,41;0,073;0,31;0,046;10;0,43
Ice cream, in cup for children;Glace ou crème glacée, petit pot enfant;682;162;62,5;1,87;25,2;5,94;22;-;0,28;traces;0,7;0;0;4,12;1,36;0,13;-;0,14;119;-;-;-;-;-;-;-;-;-;54,9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Sorbet, on stick;Sorbet, bâtonnet;-;-;75,8;0,28;25,7;0,32;23,1;< 0,35;0,82;0;< 0,25;0;-;0,094;0;0;-;0,039;3,6;< 3,6;< 0,01;0,03;< 20;2,1;< 0,01;1,9;21;< 20;14,9;< 0,05;-;11,9;< 0,25;-;< 0,8;-;5,48;0,094;< 0,01;< 0,1;0,15;< 0,01;< 5;-
Sorbet, in box;Sorbet, en bac;-;-;66,1;0,47;29,6;0,78;25;0;1,17;0;0,4;0;-;0,45;0,29;0,044;1;0,045;54;-;0,028;0,14;1;8;0,011;40;96;1,6;21,3;0,48;12;1;0;0,01;0;-;2,3;0,027;0,097;0,063;0,22;0,023;4;0,13
Ice lolly;Glace à l'eau;-;-;81,7;0,067;20,8;0,2;20,1;0;0,2;0;< 0,25;0;-;0,19;0;0;0;0,02;5,8;< 3,6;< 0,01;0,01;< 20;1,4;0,01;1,9;13;< 20;11,6;< 0,05;0;542;0;0;< 0,8;-;2,35;0,016;< 0,01;< 0,1;0,11;< 0,01;< 5;-
Profiteroles (chou pastry), with vanilla ice cream and chocolate sauce;Profiterole avec glace vanille et sauce chocolat;1080;260;50,9;6,24;26,5;13,9;12,4;12,4;1,14;0;1,18;0,15;0;8,03;3,64;1,38;115;0,31;82,7;-;0,4;1;30;31,2;< 0,1;48;261;6;123;0,3;125;25;0,65;1,2;-;-;< 0,5;0,041;0,21;0,31;0,6;0,15;20;0,4
Peach melba (with vanilla ice cream and raspberry sauce);Pêche melba;507;121;73,6;1,91;18,4;4,03;17,1;0,051;1,54;0;0,53;0;0;1,78;1,53;0,45;10,2;0,033;36,5;-;0,093;0,57;4,46;19,4;0,2;49,7;172;0,31;13,2;0,33;29,4;132;0,028;1,26;-;-;15,7;0,031;0,088;0,51;0,2;0,042;13,6;0,078
Frozen dessert, ice cream with meringue, vacherin ice cream or mystery ice cream type;Dessert glacé type mystère ou vacherin;1160;275;46;3,18;40,5;10,7;33,7;< 0,35;2,18;0;0,39;0;0;6,53;1,56;0,24;27,7;0,12;38;57,9;0,02;0,25;< 20;9;0,38;40;120;< 20;53,6;0,18;44,3;< 5;< 0,25;0,29;< 0,8;-;3,6;0,022;0,11;1,37;0,28;0,036;18,7;0,24
Frozen dessert, Sundae ice cream type;Dessert glacé, type sundae;964;230;54,4;2,57;32,6;9,7;24,9;-;< 2;0;0,73;0;0;6,8;-;-;-;0,24;-;158;-;-;-;-;-;-;-;-;97,2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Frozen dessert, puff pastry, to share;Dessert glacé feuilleté, à partager;1090;262;54,2;2,71;26,2;16,1;21,9;-;0,94;0;0,6;0;0;13,3;1,5;0,41;-;0,18;-;-;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
